"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"518","No","no",214.7,68,123.4,114,9.4,4,2
"519","No","no",168.2,92,169.5,99,12.9,3,1
"520","No","no",202.9,97,113.5,92,9,3,3
"521","No","no",261.4,108,130.9,90,11.6,2,1
"522","Yes","no",73.3,86,239.6,76,8.2,3,4
"523","No","no",253.7,84,190.5,123,9.2,5,7
"524","No","no",45,108,152.9,94,9.8,6,2
"525","No","no",231.3,105,67.7,136,13,6,1
"526","No","no",47.4,125,163.1,107,10.5,8,2
"527","No","no",227.4,88,191.7,134,12.5,3,0
"528","No","no",40.9,126,264.2,91,11.9,7,0
"529","No","no",124.8,133,199.3,72,8.6,4,2
"530","No","yes",68.5,110,205.2,99,12.1,9,0
"531","No","no",163.5,77,232,87,7.8,4,2
"532","No","no",163,112,233.4,66,6.7,3,2
"533","No","no",213.7,61,207.7,73,10.7,5,2
"534","No","no",201.3,117,125.7,104,5.4,3,1
"535","No","no",310.4,97,246.5,99,9.2,10,4
"536","No","no",48.4,101,218.5,87,18.2,1,1
"537","No","no",171.2,88,196.8,93,14,6,1
"538","No","no",166.5,93,121,102,8.5,3,0
"539","No","no",216.6,126,224.7,123,12.4,8,0
"540","No","no",107.8,113,217.5,92,9.9,3,2
"541","No","no",141.3,94,113.5,84,7.8,2,1
"542","No","no",209.9,77,141.9,113,6.6,1,0
"543","Yes","yes",237.5,120,265.2,80,14.2,3,9
"544","No","no",234.5,109,191.6,94,3.5,6,3
"545","No","no",103.1,90,76.4,92,12.2,8,3
"546","No","no",129.5,106,268,115,11.9,3,1
"547","Yes","yes",279.8,90,171,118,8.4,10,2
"548","Yes","yes",136.8,91,133.7,67,10.3,9,5
"549","No","no",100.1,54,255,131,5.9,3,0
"550","No","no",237.1,63,196.7,85,10.1,5,4
"551","Yes","no",172.8,58,158.8,104,7.9,3,4
"552","No","no",224.5,111,116.6,118,11.5,2,2
"553","Yes","no",288.1,112,192.4,90,10.2,4,3
"554","No","yes",78.2,103,108,100,10.1,6,2
"555","No","no",148.7,80,149.5,107,12.7,6,2
"556","No","no",194.6,84,175.5,75,13.1,2,2
"557","No","no",159.5,77,226.9,120,12,4,0
"558","No","no",194.5,110,236.6,92,9.5,2,1
"559","Yes","no",174.1,96,257.6,123,8.3,5,2
"560","No","no",131.8,97,308.2,119,7.7,6,2
"561","No","no",160.6,103,245.1,88,10.7,1,1
"562","No","no",146.8,107,178.7,130,7.2,7,0
"563","No","no",200.7,88,172.7,102,9.1,5,1
"564","No","no",145.6,106,230.8,83,10.9,5,1
"565","No","no",229.4,104,231.5,119,8,1,2
"566","No","no",211,76,123,102,4.7,4,3
"567","No","no",121.5,97,248.7,97,11.3,5,2
"568","No","yes",216,73,147.1,98,3.6,7,2
"569","No","no",293,88,143.9,87,10,6,2
"570","Yes","yes",221.1,137,168.9,108,15.4,4,2
"571","No","no",181.5,108,187.2,119,10.3,2,1
"572","No","no",74.3,107,296.3,90,14.5,3,2
"573","No","yes",62.3,92,138.7,108,10.8,3,1
"574","No","no",228.6,88,167.1,124,9,1,3
"575","Yes","no",228.1,121,279.8,77,9.9,5,2
"576","No","no",309.9,90,183.5,105,14.2,2,1
"577","No","no",201.9,74,217.5,80,13.7,6,3
"578","No","no",149.8,112,140,119,11.7,4,2
"579","No","no",183.8,76,144.1,124,7.7,3,1
"580","No","no",186.7,108,187.2,119,16.5,4,1
"581","Yes","no",209.4,151,246,116,7.4,2,1
"582","No","no",223.2,77,150.8,90,10.2,3,3
"583","No","no",164.2,109,168.9,117,10.7,8,1
"584","No","no",150.5,75,311.6,93,10.3,2,1
"585","Yes","no",234.2,128,183.9,79,9.8,6,0
"586","No","no",55.3,102,200.7,108,10.2,5,1
"587","No","yes",221.8,97,215.8,154,8.4,4,1
"588","No","no",169.6,85,179.3,124,7.4,8,1
"589","Yes","no",89.7,118,170.1,93,13.5,11,5
"590","No","no",80.2,81,122.6,102,8.6,2,1
"591","No","no",218.9,105,158.6,110,11.3,4,2
"592","No","no",125.7,96,183.1,103,12.9,2,1
"593","No","no",176.3,85,207.2,107,9.6,1,2
"594","No","no",207.2,111,169.3,92,9.5,5,2
"595","No","no",205.7,138,269.7,104,12.5,6,2
"596","No","no",151.4,95,250.1,109,0,0,1
"597","No","no",157.5,70,193.4,98,9.6,4,3
"598","No","no",160.4,68,235.3,106,9.1,5,2
"599","No","no",159,80,167.6,101,12.3,5,1
"600","No","no",214.1,62,246.8,126,9.2,6,0
"601","No","no",102.6,89,170.5,140,9.1,4,2
"602","Yes","yes",159.7,86,121.6,105,13.9,6,0
"603","No","no",202.8,109,143.9,71,4.6,4,1
"604","No","no",57.5,95,244.3,128,11.6,6,3
"605","No","no",169.9,144,169.7,93,11.4,7,1
"606","Yes","no",335.5,77,265,132,12.7,8,2
"607","No","no",139.5,119,129.4,97,13.1,8,0
"608","No","no",142.3,107,240.1,91,6.6,8,1
"609","No","no",187.8,94,208.8,124,10.6,5,0
"610","No","no",146.2,55,163.2,116,8.7,3,3
"611","No","no",231.8,120,269.2,129,11.6,7,3
"612","No","no",193.7,83,299,60,12.7,3,1
"613","No","no",156.4,108,195.7,141,7.7,6,4
"614","Yes","yes",220.7,82,190.5,100,13.2,6,1
"615","No","no",239.8,110,189.1,100,7.3,1,2
"616","No","no",172,111,233.1,96,8,5,1
"617","No","yes",128.2,138,298.9,130,8.8,7,2
"618","No","no",130.2,119,194.8,140,14,6,3
"619","No","no",195.4,107,142.8,97,11.6,6,1
"620","Yes","yes",293.3,79,266.9,91,14.5,4,0
"621","No","no",191.3,89,268.4,121,12.8,4,1
"622","No","no",122.4,88,157,106,11.5,3,1
"623","No","no",209.6,68,121,131,10.6,3,2
"624","No","no",215.7,140,264.6,83,7.1,1,3
"625","No","no",161.4,110,249.2,78,5.1,2,0
"626","No","no",144.2,91,144.6,72,13.8,4,3
"627","Yes","yes",220.2,109,205.1,82,4.1,2,0
"628","No","no",256.2,105,249.4,80,7.4,2,4
"629","No","no",112.7,119,152.1,76,6.5,5,1
"630","Yes","no",299.5,125,210.7,134,13.7,4,0
"631","No","no",194.8,107,225.1,93,13.9,4,0
"632","No","no",100.8,112,193.6,95,9.5,2,0
"633","No","no",82.5,97,180,114,4.8,4,3
"634","No","no",146.4,104,220,91,15.6,4,2
"635","No","no",177.9,129,306.3,102,10.8,6,2
"636","No","no",153.5,84,256.5,94,10.2,7,5
"637","No","no",150.7,105,169,116,9.2,15,1
"638","No","no",180.1,106,237.4,118,7.5,3,0
"639","No","no",265.3,94,259.3,117,12.9,1,1
"640","No","no",128.6,83,210.6,113,11.4,2,0
"641","No","no",161.5,92,206.2,95,7.9,4,2
"642","No","no",165.3,120,208.5,102,9.8,3,1
"643","No","no",195,92,180.6,92,11,13,0
"644","No","no",213.8,79,239.8,128,15.6,7,0
"645","No","no",205.5,114,215.9,95,14,4,1
"646","No","no",252.9,112,158.4,146,8.5,4,3
"647","No","no",235.6,74,170.3,103,15.4,9,0
"648","No","no",192,91,155.6,125,7.5,5,1
"649","No","no",69.1,122,104.8,94,9.1,4,0
"650","Yes","no",261.7,97,256.7,83,6,3,3
"651","No","no",235.5,81,103.1,111,11.5,4,2
"652","No","no",213.4,100,179.7,93,9.5,6,1
"653","No","no",206.9,143,199.2,120,9.2,1,3
"654","No","no",263.8,65,208.1,109,8.5,3,3
"655","No","no",183.4,126,180.1,93,10.5,5,1
"656","Yes","no",157.6,85,231.5,86,9.4,10,5
"657","No","no",175.6,147,289.5,55,9.3,4,0
"658","No","no",242.5,101,142.4,89,9.3,2,2
"659","No","no",151,102,186.6,86,9.9,7,0
"660","No","no",138.1,103,134.9,63,8.3,2,1
"661","Yes","no",264.7,69,197.4,86,9.5,9,1
"662","No","no",282.3,70,225.5,93,12,4,1
"663","No","no",211.2,80,259.2,58,12.3,2,0
"664","No","no",197.1,126,78.1,100,7.4,4,3
"665","No","no",205.3,95,240.6,84,7.8,4,1
"666","No","no",181.8,110,262.7,141,9.2,4,2
"667","No","no",252,120,151.8,96,9.6,1,2
"668","No","no",193.8,102,135.9,124,9.2,3,0
"669","No","no",231.2,135,206.9,124,12.3,1,1
"670","No","no",200.1,108,205.1,90,15.5,4,0
"671","No","no",266.7,109,212.8,98,16.3,4,1
"672","No","no",118.1,117,103.9,89,11.9,6,2
"673","No","no",175.3,106,160.2,88,11.8,5,0
"674","No","no",125.1,99,211.3,79,11.2,3,3
"675","No","no",176.8,90,204.6,77,7.5,15,1
"676","No","no",241.9,101,264.8,104,5.9,3,1
"677","No","no",241.2,134,152.2,91,10.6,4,0
"678","No","no",217.1,99,118.3,120,9.4,4,1
"679","No","no",195.4,110,178.5,105,8.9,4,0
"680","Yes","yes",222.4,78,208,104,8.7,9,1
"681","No","no",189.5,90,205.8,83,13.1,2,1
"682","No","no",123.1,100,256.1,82,9.3,5,0
"683","No","no",256.7,98,123,87,11.4,3,3
"684","No","no",159.1,94,202.4,120,6.5,1,1
"685","No","no",100.1,90,204.4,57,11.1,8,3
"686","No","no",30.9,113,230.8,101,8.6,7,1
"687","No","no",223.2,76,154.4,80,10.1,2,3
"688","No","no",187.4,101,216.1,107,12.6,8,1
"689","No","no",315.6,105,260.1,123,12.1,3,3
"690","No","no",277.5,104,126.9,101,8.2,2,1
"691","No","no",189.8,111,234.5,111,14.9,3,2
"692","No","no",147.2,119,172.7,105,10.2,4,1
"693","No","no",185.8,36,192.1,104,5.7,7,4
"694","No","no",155.4,110,254.9,118,8,4,3
"695","No","no",154.2,91,188.8,99,10.9,4,6
"696","No","no",97.6,98,220.2,105,11.6,9,1
"697","No","no",178.8,94,169.2,77,7.5,3,1
"698","No","no",149.3,104,206.6,72,9.1,4,0
"699","No","no",206,89,307.1,86,8.4,11,0
"700","No","no",216.8,86,187.5,79,11,9,0
"701","No","no",103.3,110,167.1,113,10.7,3,0
"702","No","no",139.4,95,128.2,129,7.7,3,0
"703","No","no",191.2,110,243.6,114,14.1,3,1
"704","No","no",160,104,229.9,118,10.4,7,1
"705","No","no",221.7,95,194.1,113,6.5,4,3
"706","No","no",62.9,81,168.9,121,8.5,5,1
"707","No","no",215.6,78,194.4,65,3.6,5,1
"708","No","no",165.3,97,260.8,72,7.6,7,3
"709","No","yes",94.7,111,200.4,109,10.6,6,2
"710","No","no",203.2,81,197.8,76,9.7,3,2
"711","No","no",195.3,70,259.9,119,12.5,4,3
"712","No","no",143.7,114,212.6,86,11.4,8,4
"713","No","no",114.4,104,232.7,78,0,0,2
"714","No","no",222.8,101,210.6,106,6.9,2,2
"715","No","no",175.9,70,174.5,81,7.3,5,2
"716","Yes","yes",249.9,95,151.7,121,15.3,6,1
"717","No","yes",234.5,130,268.8,94,11.4,4,2
"718","No","no",210.7,116,179.7,83,7.2,6,1
"719","No","no",182.3,124,184,116,9.3,3,1
"720","No","no",190.3,88,256.5,109,11.7,5,2
"721","No","no",177.1,88,242.7,72,7.4,2,0
"722","Yes","no",87.2,92,166.7,80,10.9,5,6
"723","No","no",215.6,96,105.4,115,13.5,3,1
"724","No","no",137.4,109,206.7,136,14,11,3
"725","No","no",192.8,103,216.5,118,16.4,5,1
"726","No","no",149.3,100,231.7,101,11.9,3,2
"727","No","no",143.7,116,287.7,95,7.8,5,1
"728","No","no",224.8,111,221.4,110,9.2,2,1
"729","No","no",261.2,122,154.9,101,12.7,5,2
"730","No","no",196.5,98,221.8,124,13.4,5,0
"731","Yes","no",271.2,105,221.6,51,11.5,3,3
"732","No","no",207.2,121,226.3,103,8,1,2
"733","No","no",300.4,94,197.4,94,7.2,5,2
"734","No","no",229.6,123,211.9,76,9.5,8,2
"735","No","yes",187.5,110,175.3,127,12.1,4,1
"736","No","yes",57.1,98,274.7,103,6.5,6,3
"737","Yes","no",162.1,86,189.7,87,11,9,5
"738","Yes","yes",145,89,223.7,151,16.7,3,2
"739","No","no",159.5,123,210.3,76,11.4,3,1
"740","No","no",190.7,72,203.8,111,8.8,8,1
"741","No","no",230.6,40,162.2,115,9.4,2,1
"742","No","no",34,133,129.6,120,11.5,3,0
"743","No","no",193.4,112,248.1,98,11.4,3,5
"744","No","no",202,126,195.4,84,10.4,6,1
"745","No","no",191.7,122,203.5,86,9.1,5,1
"746","No","no",161.3,97,142.4,92,6.6,8,1
"747","No","no",150.6,85,232.9,123,6.4,2,1
"748","No","no",184.6,102,226.5,122,7.8,1,1
"749","No","no",220.7,120,121.6,113,8.7,5,1
"750","No","yes",167.3,119,133.1,88,11,6,1
"751","No","no",154,80,148.2,107,8.2,4,3
"752","No","no",121.1,116,241.7,75,10.1,6,0
"753","No","no",182.1,94,128.8,102,12.7,4,3
"754","No","no",109.6,88,159.7,121,11,5,2
"755","No","no",209.9,105,253.7,104,9.6,4,1
"756","No","no",167.5,76,101.2,103,11.4,4,2
"757","No","no",213.9,88,148.7,71,9.8,14,2
"758","No","no",115.8,108,184.6,78,13.1,5,1
"759","No","no",276.6,99,177.9,95,9.8,6,2
"760","No","no",179.4,88,320.7,120,9.5,4,2
"761","No","no",187.3,84,206.4,68,10.1,5,1
"762","No","no",201.2,128,145.8,91,8.4,3,2
"763","No","yes",189.6,78,184.5,137,1.3,6,1
"764","No","no",186.8,124,317.8,103,15,5,0
"765","No","no",153.5,83,237.4,76,11.4,4,0
"766","No","no",187.6,97,158.9,101,8.7,6,2
"767","Yes","yes",230.9,132,182.4,57,11,2,0
"768","No","no",244.9,150,236,91,15.2,4,2
"769","No","no",230.9,93,157.8,101,9.7,2,3
"770","No","no",187.1,104,144.9,81,11,3,1
"771","No","no",170.7,54,214.6,107,13.3,4,1
"772","Yes","yes",126.9,97,145.2,77,8.8,3,5
"773","No","no",189.5,112,214.1,91,9.2,7,0
"774","Yes","yes",176.9,110,182.2,138,7.7,2,1
"775","No","no",161.1,99,228.4,116,10.6,4,1
"776","No","no",169.4,107,202.2,79,10.7,4,1
"777","No","no",254.4,133,251.4,91,10.5,4,0
"778","No","yes",127.7,54,234.3,84,5.8,4,2
"779","No","no",170.5,107,225.7,71,13.6,5,6
"780","No","yes",219.1,100,168.9,101,10.1,4,2
"781","No","yes",273.5,104,153.8,67,11,9,2
"782","No","yes",161.9,138,134,134,10.7,4,1
"783","No","no",241.7,87,288.9,68,9.4,4,1
"784","No","yes",62.8,124,280.2,78,9.4,4,3
"785","No","no",281.1,83,239.4,128,11.2,9,1
"786","No","no",228.2,70,142.6,60,10.7,5,3
"787","No","no",209.8,82,200.4,85,11.3,3,0
"788","Yes","no",265.6,86,182.5,105,11.1,6,2
"789","No","no",214.9,97,133.7,78,11.8,2,2
"790","No","no",110.5,79,169.5,64,10.5,3,3
"791","No","yes",281.1,88,94.3,76,7.5,3,0
"792","No","no",137.8,86,167,77,14.1,3,2
"793","Yes","yes",271.5,98,165.4,85,8.2,2,1
"794","No","no",112.8,108,240.2,106,9,3,2
"795","No","no",187.3,118,167.5,108,15.1,2,1
"796","No","no",197,84,158.9,105,10.8,4,1
"797","No","no",180.4,89,166.9,124,8.4,2,1
"798","Yes","yes",148.5,126,198.5,121,14.5,7,1
"799","No","no",197.1,113,134.7,135,14.6,5,2
"800","No","no",153.7,115,213.5,104,15.9,5,1
"801","No","no",261.3,96,179.4,97,11.3,2,1
"802","No","no",246.2,102,180.1,95,9.4,5,1
"803","No","no",191,88,247.3,79,6.5,4,0
"804","No","no",208.3,86,291,86,12.6,3,1
"805","No","no",253,73,210.8,89,9.8,4,0
"806","No","no",202.3,87,101.7,82,6.8,4,0
"807","No","no",174.4,120,136.5,121,10.2,5,0
"808","No","no",127.1,89,194.6,111,12.1,3,1
"809","No","yes",143.5,76,147.7,95,11.3,3,0
"810","No","no",186.9,94,200.9,64,5.8,3,1
"811","No","no",194,118,146.3,108,12.1,4,1
"812","No","no",234.8,89,178.5,122,9.9,6,0
"813","No","no",123.7,96,189.4,82,13.1,4,1
"814","No","no",173.9,103,190.8,113,15.3,5,0
"815","No","no",130.9,115,171.7,68,12.4,4,1
"816","Yes","no",314.6,102,285.1,100,5.7,3,2
"817","No","no",227.9,78,211.7,100,12.1,5,1
"818","No","no",95.5,92,264.2,118,6.6,6,2
"819","No","no",185.3,127,206.1,124,15.1,3,1
"820","No","no",146.3,133,234.7,103,13.1,3,1
"821","No","no",184,99,185.1,96,12.7,3,2
"822","No","no",105.8,110,189.6,87,13.1,5,0
"823","No","no",178,110,236.6,105,11.7,4,1
"824","No","no",149.4,74,174.3,84,10.1,6,1
"825","No","no",209.4,104,149.4,123,11.3,3,2
"826","No","no",172.1,105,182.2,105,11.6,6,1
"827","No","yes",169.3,82,184.2,77,9.4,9,1
"828","No","no",119.1,117,223,100,12.2,4,0
"829","No","no",194.2,147,268.7,114,5.5,2,2
"830","No","no",198.8,56,119.8,81,9.9,3,2
"831","Yes","yes",167.7,94,241.3,115,13.4,1,3
"832","No","no",202.2,86,239.4,99,11.8,2,2
"833","Yes","no",322.5,106,186.2,128,9.4,4,2
"834","No","no",216.2,107,138.4,127,10.2,3,0
"835","No","no",76.4,116,226.3,94,9.4,3,3
"836","No","no",72.7,75,65.8,71,9.9,3,1
"837","No","no",210.4,100,168.7,120,9.7,4,0
"838","No","yes",127.2,93,247.4,109,8.1,13,0
"839","No","no",201.8,79,225.6,133,11.9,8,1
"840","No","no",219.5,78,188.3,92,16.1,5,1
"841","No","no",99.3,112,225.3,94,9,6,3
"842","No","no",239.2,114,160.8,81,10.3,2,5
"843","No","yes",120.9,58,95.1,130,11.4,11,2
"844","No","no",224.7,81,167.6,109,15.8,6,1
"845","No","no",176.6,88,215.5,98,14.6,6,1
"846","No","no",283.9,98,196.3,85,10,4,1
"847","Yes","no",180.6,92,295.6,125,10.3,4,1
"848","No","no",125.9,101,252.7,75,10.3,4,1
"849","No","no",237.6,79,207.4,111,9.1,9,0
"850","No","no",198.4,91,111.4,101,9.2,2,2
"851","No","no",274.3,110,246.1,119,10.9,5,0
"852","Yes","yes",199.6,89,72.4,84,11,4,3
"853","No","no",217.7,91,226.9,99,9.6,3,3
"854","No","no",134.7,96,260.2,113,7.6,6,3
"855","No","no",212.7,73,227.8,119,9.7,13,2
"856","No","no",256.3,135,187.3,135,6.2,7,2
"857","No","no",183.6,133,215.1,112,12.7,2,1
"858","No","no",176.2,90,263.9,95,9.2,4,1
"859","No","no",205,94,185,81,11.7,8,1
"860","Yes","no",267.9,114,262.7,90,11.3,3,3
"861","No","no",179.2,111,228.6,92,9.9,6,2
"862","No","no",149.4,145,209.5,108,14.9,3,1
"863","No","no",163.6,132,345.8,115,13.1,3,3
"864","No","no",207.6,71,217.8,125,12.4,13,1
"865","No","no",165.4,108,80.2,108,8.9,4,3
"866","No","no",209.8,114,154.6,119,9.9,9,4
"867","No","no",220.1,128,146.5,80,11.1,3,0
"868","No","no",141.3,72,210.6,91,8.2,5,1
"869","No","no",196.5,89,143.2,105,4,7,0
"870","No","yes",180.9,114,249.9,105,7.4,4,2
"871","No","no",105,150,258,93,14.9,5,0
"872","Yes","no",271.4,119,284.7,118,11.1,6,4
"873","No","no",206.7,79,241.5,80,10.9,3,1
"874","No","no",166.8,109,307.6,77,9.3,1,1
"875","No","no",204.9,107,208.2,106,10.4,3,5
"876","No","no",154.6,128,148.6,90,9.1,4,1
"877","No","no",127,107,143.9,127,7.5,2,1
"878","No","yes",267.4,78,111.7,146,5.9,4,1
"879","No","no",281,66,77.9,74,0,0,1
"880","No","no",270.8,96,169.9,104,11.8,8,4
"881","No","no",171.2,82,203.3,64,10.2,7,1
"882","No","no",124.1,82,289.6,119,6.7,8,3
"883","No","no",162.8,113,114.9,140,7.2,3,1
"884","No","no",146.3,84,45,117,8,12,1
"885","No","no",254.8,85,153.9,102,15,7,2
"886","No","no",254.9,108,190.8,95,5.4,3,2
"887","No","no",107.7,124,196.2,98,8.9,3,0
"888","No","no",158.8,75,270,77,7.6,7,1
"889","No","no",182.9,113,229.8,104,5.5,4,2
"890","No","no",198.5,112,179.2,124,12.4,5,0
"891","No","no",178.4,72,179.4,91,12,2,0
"892","No","no",110.9,91,207.5,131,6.2,5,1
"893","Yes","no",166.9,85,197.3,97,12.3,4,1
"894","No","yes",244.8,91,176.7,110,10.7,3,2
"895","Yes","no",120.8,96,194.1,63,11.9,3,4
"896","No","no",165.3,118,187.2,93,8.5,3,2
"897","No","no",126.7,113,206.2,112,14.4,7,2
"898","No","no",215.9,106,195.4,107,15.5,7,0
"899","No","no",140.1,132,264.1,77,8,2,1
"900","No","no",209.9,113,224.2,92,8.7,7,1
"901","No","yes",139.8,114,221,88,5.5,6,0
"902","Yes","no",321.6,107,141.1,158,11.3,3,2
"903","No","no",166.6,61,208.3,131,8.2,6,7
"904","No","no",214.2,90,157.9,112,5.9,8,0
"905","Yes","no",260,123,234.7,70,9,3,1
"906","Yes","no",191.9,113,204.8,107,13.4,4,4
"907","No","no",213,95,136.2,89,13.5,3,0
"908","No","no",118.1,83,245.5,73,16.9,2,1
"909","No","no",190.2,89,219.8,73,15,4,6
"910","No","no",82.2,95,264.9,104,5.1,6,0
"911","No","no",163.8,80,190.4,106,8.1,5,0
"912","Yes","no",267.8,145,208.6,91,14.4,11,5
"913","No","no",159.8,91,163,93,10.6,3,2
"914","No","no",214.3,129,312.5,130,10.6,4,1
"915","Yes","no",287.3,123,266,112,10.5,4,0
"916","No","no",101.2,122,198.5,124,7.5,3,2
"917","No","no",102.8,74,228.1,113,13.2,5,2
"918","No","no",109.1,97,295.8,84,8.3,6,0
"919","No","no",215.9,67,342.8,130,5.2,2,1
"920","No","no",203.4,110,190.5,113,11,4,1
"921","No","no",110.1,113,166.7,94,9.2,2,1
"922","No","no",111,51,202,89,4.4,14,1
"923","No","no",239.9,121,364.3,106,9.3,5,1
"924","No","no",144.8,107,218.7,79,13.8,3,1
"925","No","no",135.4,134,204,103,7.9,4,1
"926","No","no",84.2,134,196.1,79,10.8,2,1
"927","No","no",209.1,127,179.6,90,14,6,0
"928","No","no",130.1,117,139.3,123,11.4,5,0
"929","No","no",175.8,139,180.7,64,7.8,5,2
"930","No","no",241.9,104,214.5,105,6.6,5,1
"931","No","no",136.7,106,265.3,114,9.8,4,0
"932","No","no",67.7,68,236.5,137,12,2,1
"933","No","no",200.4,87,152.1,118,10,2,1
"934","Yes","yes",125.8,103,207.4,143,14.1,4,1
"935","No","no",128.2,87,177.6,123,11.2,2,1
"936","No","no",226.3,88,255.6,92,13,3,4
"937","No","no",162.3,107,277.4,94,9.2,4,0
"938","No","no",224.4,121,183.8,74,6.7,2,2
"939","No","no",120.5,127,270.1,107,14.3,2,1
"940","No","no",91.1,90,300.7,89,11.9,8,2
"941","No","no",168.8,137,204.8,106,15.5,4,0
"942","No","no",153.5,81,230.2,85,6.5,5,2
"943","No","no",226.2,88,208.9,110,6.4,2,0
"944","No","no",191.9,107,272,88,12.6,2,1
"945","Yes","no",167.9,147,193,103,9.2,6,4
"946","No","no",180,88,233.7,120,11.5,6,2
"947","Yes","no",257.4,67,204.4,107,13.4,5,2
"948","No","no",174.4,75,201.6,130,11,4,1
"949","No","no",159.7,83,255.7,114,8.4,3,1
"950","No","no",237.2,124,173.3,81,11,3,1
"951","No","no",103,129,170.2,89,7.9,3,1
"952","No","no",153.8,89,196.3,77,11.6,2,4
"953","No","no",205.1,86,149.5,142,10.7,2,3
"954","No","no",175.7,93,225.5,118,8.6,3,2
"955","No","no",155.9,123,221,116,8.6,8,2
"956","No","no",154.4,109,208.5,103,10.3,5,0
"957","No","no",209.7,73,205.5,111,7.1,3,2
"958","No","yes",150,69,190.6,121,9.4,15,0
"959","No","no",232.4,97,190.5,128,12.3,3,3
"960","No","no",165.4,100,193.8,118,12.8,5,2
"961","No","no",199.2,106,214,85,13.3,3,3
"962","No","no",217.6,81,150.7,110,4.2,3,0
"963","No","no",212.1,95,219.8,111,7.7,2,3
"964","No","no",154,75,270,83,10.8,5,1
"965","No","no",193.8,130,191.2,102,13.3,2,1
"966","No","no",175.4,130,122.4,85,12.2,4,0
"967","Yes","no",152,63,263.2,109,15.7,5,2
"968","No","no",230.2,147,128.4,100,9.2,3,0
"969","Yes","no",174.9,103,164.6,116,13.5,3,1
"970","No","no",190.2,68,130,92,8.8,4,0
"971","No","no",176.4,122,219.6,50,11.5,1,1
"972","No","no",160.9,95,273.4,97,5,5,3
"973","No","no",228.7,90,154.1,90,11.8,3,1
"974","No","no",144,90,128.1,93,12.3,2,0
"975","No","no",135.9,90,179.1,89,9.5,7,6
"976","Yes","no",334.3,118,191,83,10.4,6,0
"977","No","no",130.5,77,264.7,63,13,6,0
"978","Yes","no",134.2,105,186.6,90,11.8,2,4
"979","Yes","no",278,102,224.1,118,13.1,4,4
"980","No","no",105.4,70,223.6,126,7.8,5,0
"981","No","no",188.9,94,151.8,124,11.6,8,3
"982","No","no",111.8,85,268.3,81,6.9,4,1
"983","No","no",159.1,106,213.4,108,13,18,1
"984","No","no",212.4,105,221.3,105,9,4,1
"985","No","no",142.3,112,196.5,82,9.9,1,1
"986","Yes","yes",346.8,55,275.4,102,13.3,9,1
"987","No","no",113.9,102,195.2,137,11.8,9,1
"988","Yes","yes",267.9,103,178.1,106,8.3,2,1
"989","No","no",171.4,117,224.5,115,17,4,3
"990","No","no",275.4,150,147.1,126,13.6,3,1
"991","No","no",197.2,118,298.9,104,3.9,2,0
"992","No","no",192.6,97,216.2,101,7.9,2,2
"993","No","no",91.7,104,63.3,103,7.7,5,1
"994","No","no",126.3,99,255.9,96,9.6,2,0
"995","No","no",251.5,107,213.4,87,10.4,6,3
"996","No","no",190.6,108,144.7,97,7.5,5,1
"997","No","no",116.1,101,181.9,103,11.6,5,0
"998","No","no",217.3,91,148.1,76,11.3,3,2
"999","No","no",179.4,80,175.8,105,14.7,3,0
"1000","No","no",207.7,109,54.5,91,7.9,3,0
"1001","Yes","no",277.3,138,117.3,103,12.8,4,2
"1002","No","no",125.3,84,260.6,94,8.4,4,1
"1003","No","no",138.1,91,238.9,115,6.8,3,2
"1004","No","no",169.3,88,172,86,8.2,3,0
"1005","No","no",201.3,101,150.2,127,12.3,3,1
"1006","No","yes",216.7,117,220,110,9.8,4,2
"1007","No","no",190.4,92,133.4,113,8.3,4,2
"1008","No","no",143.3,91,223.3,95,6,7,1
"1009","No","no",97.4,57,173.9,124,11.4,2,2
"1010","No","no",181.4,111,168.5,122,11.3,3,3
"1011","No","no",246.4,83,169,151,3.8,4,0
"1012","No","no",143.4,130,194,100,9.7,6,2
"1013","No","no",104.9,111,258.2,91,8,5,2
"1014","No","no",156.2,93,222.7,94,13.1,5,1
"1015","No","no",114.8,125,304.3,101,12,4,0
"1016","No","no",232.5,96,213.7,91,11.9,2,0
